Date,Rating,Title,Reviews
Oct 2019,50,Customer service,Customer service was very helpful and informative considering the very tiring day due to weather delays!
Oct 2019,50,Customer Service,"I am blind and travel with my guide dog, Simba. Once again United has gone above and beyond to make sure we are comfortable, accommodated with a bulkhead seat (I am 6' 3"" and Simba weighs 70 lbs.) and provided with any assistance I require starting from check-in, connections and final destination."
Oct 2019,40,A La Carte Travel on United,"United Airlines provided a safe and comfortable flight: the seating was comfortable, the leg room was okay and the food was nicely served and pleasant. Given all that, what's the problem? My issue is there were additional fees for just about everything on the fight. Of course seating was included, but to avoid being in the middle seat, there was a fee. Carry on luggage was free, but to check a bag cost more, Forget about making any changes no changes are permitted in basic economy. I would take this flight again, but would need to be very cautious when making another reservation."
Oct 2019,20,Customer Service,Flights were ok but some of the worst customer service I have ever dealt with! I wanted to upgrade the ticket class and was quoted one price and then was charged 2-3xs the quoted amount. Wanted a refund and was a circus to get it.
Oct 2019,50,"Comfortable, On time",On time. Clean and comfortable seats. Great entertainment using the United App. The crew was friendly & courteous.
Oct 2019,10,UNITED AIRLINES CONTINUES TO SPIRAL,"Seven hour flight delay (2 hours at a time) for mechanical reasons, tried to force land the plane in a thunderstorm in Wichita, then the pilot decided to fly to Oklahoma City 50 minutes away. Another minor mechanical problem there and the pilot ran out of allotted time to fly. Waited 2 hours for a bus that shuttled 20 passengers to Wichita 3 hours away. No apologies from the gate people, no vouchers for food/water before or during our 3 hour bus trip. Called customer service, was told to go online and file a complaint as they don't talk to ti keyed customers. Twenty four hours after departing Phoenix we arrived into Wichita on our bus; exhausted, hungry, thirsty, and left at the airport. What an odd company UNITED has become. Deplorable"
Oct 2019,40,"A little cramped, but efficient","United’s staff, from ticketing to plane, were helpful, pleasant, and efficient. At 6 feet 4 inches I expected to be cramped in economy, and I was. It is what it is. You get what you pay for. Flight was on time and we got our luggage. What more can you ask for."
Oct 2019,10,Terrible Treatment by United Gate agent.,"I took a local flight from Lansing to ORD to connect by Star Alliance Lufthansa Premium class to Banglore India.I was ONE POUND overweight on one of my Check In Bags 51...In spite of explaining that I am allowed 2 Bags from ORD-FRA-BLR [total 140 lbs],the Gate agent one Ms L.P,refused to let it go inconveniencing us a lot..United response from Customer service was less than acceptable.If this is way United is going to treat STAR ALLIANCE passengers,i dont think they will ever be the Number One Airline of choice ..Also TSA seems to be in overdrive frisking one in 3 passengers."
Oct 2019,10,First and last flight ever with United. Going back to DELTA!!!,Went online to book a flight by price instead of sticking with what I’m familiar with (Delta). When I purchased the tickets I always know I will have to pay for checked bags but United even charges for carry on luggage. Beware when booking flights you get hidden charges that you don’t get with Delta. When any airline advertises the cheapest fair it should always have to be on an even playing field. I really feel like this was a bait and switch! Lesson learned! Back to Delta!!!
Oct 2019,40,Good and dependable,I fly united most of the times and used to of their system. Things works fine. My flight was also on time without any surprises
Oct 2019,40,Manchester - Chicago indirect,"Our flight to Chicago from Manchester flew indirect via Newark.    The international leg of the flight was faultless - we flew on a Boeing 767. The flight was comfortable and crew attentive. We had 3 bar services along with breakfast which consisted of chicken & waffles, eggs & bacon or a blueberry pie. Lunch was served quickly before landing and the only option available was a turkey and gouda pretzel roll.    Non-alcohol drinks are complimentary whilst on board.    In flight entertainment was up to date with some of the latest film releases and the feature to listen to audio between the captain and control tower. Free headphones are provided in flight.    Our domestic flight between Newark and O’Hare was a Boeing 737. This flight was rather uncomfortable due to the seating and lack of air conditioning.    Ground staff at both airports were friendly and helpful. I would happily chose to fly with United again."
Oct 2019,20,Delayed once again!,"Our flight out of Dulles (Washington D.C.) was scheduled to depart at 5:35 p.m. However, it did not depart for another 3 hours. Delays will happen, but it is how a delay is handled that matters. Without going into detail, United once again, did not properly deal with the matter at hand to our liking or that of many of the other passengers. This will be the last time we will fly on an United Airlines flight."
Oct 2019,50,Rating - Airline to Aruba,Flight was on time and service very good. Flight was non-stop and made very good time going and returning. Flight attendants were efficient.
Oct 2019,50,Oregon to Kona via SFO -RT - Perfect,"Great flight, service, layover in SF, bagage. All good - smooth and easy! Perfect in every way - United does it right"
Oct 2019,20,LLack of Ground Support,"Food was OK, but no selection prior to the flight. Beef was kind of tough and hard to cut in their little dishes. Kind of slow to get around to provide in-flight service. Boarding service and support at Kona was terrible! No assistance for disabled! Wife had to be raised up on a platform as they hand no ramps available to board the plane. No special boarding for 1st class. Could not recommend this airline."
Oct 2019,40,Pleasant surprise,"First plane in am so still clean. Stewardess looked neat and professional which is not the norm. Pleasant, helpful and polite. They @ctually served food which was almost edible but at least it was something. Left and arrived on time. All in all a good experience. Had not flown United in years because of their awful customer service reputation."
Oct 2019,40,This trip was OK,"Not a fan of United because of problems previously, but this trip was uneventful and as it should be. service was ok."
Oct 2019,30,Delays hourly,"In flight service is quiet good, US Airport service is average. Aircraft seems old. Seats very cramped ."
Oct 2019,40,United Airlines seat size is not as bad as first thought.,"I purchased the cheapest ticket I could find from Las Vegas to Lihue, Kauai. This was on United Airlines. The total per ticket was $421 on Basic Economy class of service. Remember you have to pay for your check-in bag ($30) and also for seats ($17-$47). I did not want to pay for a carry-on bag which was another $25 so I stuffed everything into my check-in bag.    I paid for two seats on row 32, the middle seat was $17 and the aisle seat was $24 if I remember correctly. It's best to just pay for the seat so you and your lover/partner aren't seated in different rows. I suggest you check seatguru. com to find info on the type of airplane you will fly. When I pulled up seatguru it mentioned the space was really limited and a lot of people complained about how small the space between the seat they were seated on and the seat in front. The space is limited however, I did not find that it was as bad as I imagined and I'm 5'9.    If you can find a cheaper price w/ Hawaiian airlines or Southwest by all means book w/ them so you don't have to pay for seats or carry-on luggage.    Another thing I enjoyed was that this plane had TV's w/ Direct TV while flying in the contiguous United States. When you are flying over water to get to Hawaii you are only able to choose from about 6 different current movies.    Lihue is pretty boring as everything closes by 9PM except for maybe local shady bars. It was worth it in my case since we took the Jurassic Falls Helicopter tour. Other than that, go to Mexico for cheap dining and well everything else. You're welcome :D"
Oct 2019,10,"Horrible, horrible","I have had lousy airline service and I just keep lowering my standards, but United gate staff at MSP take the cake and stomp on it. The first one was dismissive and rude. I asked, “I’d like to check to see if I’ll make my connection...” she interrupts me to tell me she didn’t know where I was going. So I finished “to Indianapolis.” Standing there with my ticket in my hand. And it got worse. I responded to a United email survey with no response. The one positive is when I landed in Chicago, I immediately received an email telling me what gate I was landing at and what gate I was leaving from. Terrible, awful, no good, very bad day."
Oct 2019,10,"Don't fly United's Business Class internationally, it's a RIP OFF","DON'T USE UNITED'S BUSINESS CLASS! RIP OFF! Had hoped to sleep on this 15 hour flight, but the ""bed"" was just a long, uncomfortable seat. Virgin and other airlines, give you a true bed that you can actually sleep on, for the same price. Also, I had to try to crawl over the woman next to me every time I got up, which was impossible, so I had to disturb her which inconvenienced her and embarrassed me. I could not sleep and the internet was not working, so I watched some stupid movie until my neck hurt because I could not adjust the screen on the back of the seat. (even when the internet works on United, you can't stream, but you can on other airlines). Basically false advertising for United to even call this Business Class. On top of it, the purser was a jerk. Would have used another airline had I known what a ripoff United was.  I've flown other airlines and am used to a bar with a spread during the flight. United's offering was a joke: a little table shoved between the jump seats. The meager offering included some packaged cheese snack plates, cheesecake cut into little squares and chips. Pathetic. The rude stewardess made snide comments when we approached this table. I don't know what her problem is, but her attitude helped to make this trip very unpleasant.  I agree with the other reviewers. United does not even deserve ONE star."
Oct 2019,50,Comfortable,The flight attendants were very professional and nice. Helped fix a air issue and overall the entire crew were professional .
Oct 2019,40,What a Deal!!!,"I purchased my ticket late and ended up with Budget Economy, yes that is group 5. But, in Newark just prior to boarding to fly to Chicago then wait and fly to Sacramento United Representative made me a deal. I waited in Newark and flew direct to Sacramento in First Class. I was compensated with a very health travel voucher and $30 of food vouchers. Thank you, United."
Oct 2019,50,Much Better Than Anticipated,"With all the negative news about United, we were uncertain what to expect. From the check-in clerk to the final picking up our luggage we have no complains. We were greeted at check-in, when boarding, and when getting on-board. Service on-board was simple....beverages and pretzels. Surprised they would not let people change seats once the plane was in the air. Must pay to get a different seat....period.  Our flight left on time and was 10 minutes late arriving due to some storms. We will fly United again."
Oct 2019,50,Flight 1965 from Denver to Calgary,"The flight started off rocky with our plane breaking down before we even got on it. However, they were able to find an alternative plan very quickly and we were only delayed about an hour. They were even able to make up some time in the air and we arrived early. The meal was excellent and the ride comfortable. Overall, a great flight."
Oct 2019,30,Basic Economy Works for Short Trip to Grand Canyon,"Remember this!! United basic economy will NOT allow you to bring a carry on only a personal bag and you must check the suitcase to your destination. This restriction really made us rethink what to bring in our personal bag and what to trust to United in our checked bag.  It turns out a short 3 day trip to the Grand Canyon went fine and our checked bag arrived as it should and we carried extremely light for the air part of the trip.  The amazing thing United has missed in promoting their flights is the Denver to Flagstaff flights that leave Denver at sunset. We had a window seat to watch the sunset over the western mountains and chase that sunset for an HOUR+. Such a treat that the pilots and crew do on a regular basis.  Another TIP check your gates from one flight to the next. We literally landed at Gate B11 and had to be at B89 in 47 minutes. No matter what the flight you can get a feel for gates will be involved by monitoring previous flights and the gates they ended up using. As seniors pushing 70's the ""cart"" saved us from missing the next flight."
Oct 2019,50,Excellent vegan fair.,"For airline food, the vegan dinner and breakfast were terrific. The fruit bowl for breakfast was especially refreshing at the end of a long flight. The movie selections were numerous. I rated a 9. The only downside was that some fiend took my pillow early into the nine hour flight. Odd."
Oct 2019,40,Good Flight,Good flight - check in was very efficient and organized and the flight arrived on-time with no problems.
Oct 2019,40,Right on time and smooth,Nice flight ORD to PDX. On time departure and arrival. Exactly the way you expect a top airline to operate. Not all things can be controlled but proper planning seems to help.
Oct 2019,10,NEVER NEVER AGAIN. Always late and rude,Planned a weekend to Aspen. 2 hour flight turned into a 12 hour ordeal....BOTH WAYS. After getting on the late flight and closing the door. The Captain informed us we would be heading to a different airport and then get bussed to the original destination - a 3 hours ride in the middle of the night. WHY did he wait to tell us that after the airplane door was closed. I would have never got on the flight if that was the case. Had to re arrange our pickup time to 4am - good luck finding someone to pick you up at 4 am and a closed airport. Total BS. Never again will I take United. All my buddies have horror stories with United as well.
Oct 2019,50,UNITED FLIGHTS ARE EASY AND ON TIME,i love flying united. their planes have in flight apps for movies and shows usually have electrical outlets for phones. Beverages except alcohol are free... flight attendants are generally very attentive and pleasant
Oct 2019,50,Another good flight to FL,"Easy check in thru TSAPre, no waiting , agents were pleasant and efficient. Airline crew greeted us with smiles and it was a no event trip."
Oct 2019,30,On time-not,"We were delayed 30 minutes in the terminal due to a ""Ground Delay"" at Newark. The lines for group one and two lined up as usual, and just stood there. I was the third one on line for Group 3. while on line it was mentioned that the over head lockers on the plane was about 60% full. As I approached to enter the plane, they said that I had to check in my rolling bag, therefore I did, even though I was the 3rd on line for Group 3. As I got on the plane at my seat at 31A, there were only 4 empty luggage spot let in the rear of the plane. I could had one of those spots. Then we pulled away form the gate and waited another 15 minutes, but it was recorded as on time, because it left the gate. The stewards weren't all that friendly, but the pilot seemed considerate."
Oct 2019,20,Unreliable.......at least locally,"Only referring to local flights PQI-EWR and reverse - I have never seen such consistent...inconsistency. It's not a delayed flight here and a cancelation there it is several times a week. It has gotten so bad that anyone who has a set time to be at heir destination, meeting, business, etc either flys out of Bangor or drives all the way to Boston 400+ miles away, that alone should be a huge red flag. There are no other flight options as PQI-EWR and EWR-PQI are the only flights offered. Travelers have been stranded in Newark for days because of continuous cancelations. Several times United has flown all the way to PQI and then returned all the way to EWR without landing."
Oct 2019,20,United Goes out of Their Way to make Customers Uncomfortable,"Check in went smoothly. Our Basic Economy seats were assigned at check in traveling together.  We both were seated n the middle seat, several rows apart - Which we expected. However, the flight was not full. There were several non-middle seats available leaving no reason for United to go out of their way to have seated us both, in center seats, several aisles away from each other. Of course, there was no in flight entertainment available. Regarding cleanliness, there was gum stuck on the safety flyer in the seat pocket in front of me (Yuck!)  On the plus side, after take off United personnel did not stop us from moving to more comfortable seats together.  After this we will pay whatever it takes, take flights with extra stops, etc. to avoid flying with this rude, clip joint of an airline.  There were no issued with the baggage."
Oct 2019,40,Excellent Gate Agents and Excellent Pilot,After we had cleared TSA Pre-check and cleared U.S. Customs at YVR Airport in Vancouver Canada my son realized he had left his new Fitbit at TSA. We immediately contacted the gate agents for our flight. They contacted TSA and were able to retrieve my son's Fitbit. Our flights home were also delayed. Our flight from Denver to RDU was delayed due to a flat tire and overheated brakes from the previous landing. We were glad our pilot was on top of things and made us aware of why we were delayed. We also had to detour around weather returning home but landed safely in Raleigh an hour late.
Oct 2019,40,Had a good Flight,Traveled from Rochester to Tampa with 1 stop each way. Flight attendants were very accommodating. There were empty seats and the attendants let us change seats for more comfort.
Oct 2019,40,Probably the Best US transatlantic airline,Having travelled transatlantic over a dozen times in the last 10 years the majority have been with Continental/United airlines. Customer services when required are always courteous and more than willing to help with most queries. On one occasion a brought a guitar with me from the US to the UK. The Cabin crew on this occasion couldn’t have been more accommodating. They actually placed my guitar and case in their own storage and moved some of their own items to 1st class - outstanding service. We generally travel economy or economy plus but on all occasions the crew are kind and courteous . Food is more than good enough and economy seats are comfortable. In flight entertainment provides more than enough viewing for the 7hr 30 min flight combining a great mix of current movies and tv shows. Plenty of games to tuck into too. We do have a choice when travelling to the US but always choose United for the reasons outlined - highly recommended
Oct 2019,10,Worst Airline Service EVER,"Worst experience ever. I have flown on all different airlines and this is by FAR the worst flight. They sat myself, my husband, and my 6 year old in all different locations and refused to even look if there were any near each other. The lady at the desk was so rude and told me I couldn’t choose my seats. I know that. I asked if she could sit me with my child. Ridiculous. Will never fly with United EVER again."
Oct 2019,10,Consumer,Forced to sit 26 rows away from my 6 year old child. Apparently united airlines doesn’t care about me or my family. Will never fly again.
Oct 2019,40,"Easy, smooth and on-time","My round trip to Las Vegas on business flying United was easy, smooth and on-time. The air conditioner on the flight out of IAH kicked in late but otherwise nothing to complain."
Oct 2019,40,Comfortable journey,The seating space on the plane is spacious and comfortable  Full entertainment equipment  The only drawback is that the cleaning is slightly worse.
Oct 2019,50,I am very satisfied with the business class service from Taipei to San Francisco.,The space on the plane is spacious and comfortable  Air service staff is excellent  The meals served in the course are very delicious.
Oct 2019,10,Food is terrible,"Staff were very good, nice & helpful we’re they could be. Not much food & what was given was absolutely horrible, no one could eat it. Seats were extremely hard & uncomfortable."
Oct 2019,10,First class menu: mac n’cheese OR chips and Humus,"Only 12, in first class on this flight; no adult food ! stewardess says “I don’t make the menus”.; also sound on TV and picture was poor; WiFi avail for a fee. This service would be characterized as economy in Europe."
Oct 2019,50,Flight,Great service from all stewardess’s on the flight yesterday. Lots of humor and customer service.  Thank you to the United MCI staff.
Oct 2019,50,Great Flight,"This was one of my most comfortable seating on a Plane with extra leg room without paying extra, I was very surprised. And they told me that my fare did not include carry on, but apparently my bag did not fit under my seat, so I was able to put my bag in the overhead with no charges. I was very pleased with this flight."
Oct 2019,30,Premium Economy,"The seats were great, the location was right behind business class. The food was not good, it was pretty dry and not very nutritious."
Oct 2019,40,Flight 1258 from San Diego to Denver,"Flight was pretty good. We left early and arrived early. There were some issues with the internet - cut out a couple of times during the flight. The meal was okay through I wish there was a hot entree. The seat was okay though I wish it was a little more comfortable. Overall, it was a good flight."
Oct 2019,40,"International (Paris) Excellent, National-not so much","Flying United, Business, to Paris will remind you of the good old days of flying, only better. The little cubicles with the fully reclining beds are very comfortable but the stars of the flight are food, wine, and service. This was by far the best flight I've had since the unfortunate merger of Continental and United. The cabin attendants were professional, attentive and fun! The dinner was lovely and the wines delicious. 5 star experience.  However, the flight from Orlando to Newark was very different. Indifferent service, bad food and undrinkable wine made me wish I had flown another airline. The flight to Paris made it seem as though United was stepping up to Continental's standards while the domestic flight was more like the United of old."
Oct 2019,50,Great Flight,"It was a great flight. We went out to Illinois for a funeral and we had a great flight from United. Great customer service and comfortable seats.. I liked this flight, even though the delay. Would definitely recommend."
Oct 2019,20,Horrible customer service at check in,"What horrible customer service. Extremely rude check in agent. Our bags were paid for and we had our boarding pass on our phone all we had to do was get a bag tag and drop the luggage. Detroit United kiosks do not print luggage tags and you have to check luggage with an agent. We arrived 1 hour before our domestic flight to find that out and along with at least 100 other people were waiting in a line to drop luggage. Only 2 agents worked the counter. Both were extremely rude and not helpful. After waiting a half hour we still had 20 people ahead of us and were going to miss our flight. I asked the agent for help and she yelled at me to get back in line. She then asked all people on our flight to come to the front of line. I was the last person to be helped in the people that went forward. She then accused me of not coming up forward when she called people, and told me I was late for my flight. I explained I was there and even had people in line tell her I was there. She then WALKED AWAY from me and went and helped 2 other customers. I than missed the time window to have my bags checked in even though I would have made it to the gate. After another 10 minutes she came back to me and said too bad you missed your flight and you have to travel with your bag so we have to re book you on another flight. I was suppose to arrive in San Francisco at 1030 and she had us arriving at 330p in the afternoon and said there was no other flight she could give us. I ran to the gate and asked for a supervisor who got us on another flight at the same time with a different connection arriving in san fran at noon. Kudos to your gate attendant Cee Jay and your supervisor Stephanie for calming me down and getting us on another flight. What a disappointment United. You have to work on your customer service. Its HORRIBLE!"
Oct 2019,40,On Time,Though left late from Chicago O'Hare we reached before time and it was raining. In previous travels I have experienced delays but this time was lucky.
Oct 2019,40,PR Vacation with United,"Airlines are trying to fill as many seats as possible at the expense of legroom, Maybe it's time to choose certain flights that are frequently filled and possibly increase at least 1 row of seats and expand the legroom evenly."
Oct 2019,30,Needs improvement!,"The service and the flight was nice but as usual we were delayed,,,over 3 hours....I thought they should have given out tickets for at least a sandwich. It was a weather delay coming in so they knew it would be that long. They could have brought in another plane or at least given out sandwiches for being delayed at dinner time, instead they gave out little bottles of water and chips,"
Oct 2019,40,Great meal! Really!,I've never been impressed by airline food but returning from Germany we had a excellent meal that was Indian. The ice cream on the flight was also very good...I suppose it was to go along with the meal. It was vanilla with ginger. We were all very surprised.
Oct 2019,40,Full flight!,"The flight attendants did everything they could to hurry (in a good way) us into our seats as the pilots had been told they could take off sooner if the plane was secure. We may have...The plane was packed but it wasn't noisy, thank goodness, as it was an early morning flight. We were in the back of the plane (we actually like flying back there) but this time it resulted in less choices for snacks by the time the attendants got to us. In the morning I would have preferred the cookies to pretzels but it was either pretzels or Stroopwaffle--I think they ran out of cookies. IT was just a 2 hour flight so no big deal, really. . United had upgraded us to Economy Plus on the way down to TN and on the way back we could see what a nice difference that was!"
Oct 2019,40,Lots of headroom!,"We were in basic economy. No assigned seats. No cancellations. No checked bags. But, we went in with full knowledge and paid a bargain fare. Flying internationally, basic economy does allow for a personal item (a backpack) plus a carry on piece of luggage. We managed fine. I did check a bag I bought on the flight home as I bought a lot of stuff ($60 one way). We flew on the 787-8 Dreamliner. I was impressed with the headroom especially, I'm 5'9 and my boyfriend is 6'3 and he didn't really have to bend down to get in and out with the overhead bins. The overhead bins are higher up and seem much larger than normal, I have no idea if they really are bigger though....The plane was great. Tons of new movies and good entertainment. Okay, back to no seat assignments. The flight there was full and we were seated far apart. I asked at the gate and she got us closer, we had a connecting flight in Denver and when we go to Denver there was now way. Anyway, I was told the person next to me was a solo ticket and they were nice enough to switch. The flight home a solo traveler was inbetween us so we switched. It was pretty seamless. Lots of free wine and beer flowing. Actually pretty good food. Better than my last international flight on Norweigan, that's for sure. Overall I was skeptical about Uniteds basic ecomony, but I read a few good blog posts about peoples positive experiences so we took a chance and we will again!"
Oct 2019,30,O'Hare Nightmare,"Our post Packer’s game flight from Appleton to Orlando was repeatedly delayed, then cancelled after over 7 hours in the Appleton airport. All of the delays were due to Chicago weather—advise booking flights that don’t use O’Hare as a connection, if possible. We ended up driving to Chicago, and catching the first flight out the following day. Appleton is small, and it was quite boring to spend the day in their airport, but it was obviously good business for the airport concession! ; )"
Oct 2019,20,United's quality has taken a nose dive!,We use to enjoy flying United Business on International flights. We will begin to look elsewhere because of the nose dive United has taken. Nothing was pleasant about the trip.
Oct 2019,10,"IF YOU BOOK WITH THEM, THINK TWICE","United robbed me, since I charged for an additional suitcase in his partner airline, having included in the franchise.    I was treated very bad, and they not think about the customer, I recomend to see other options, to not find surprises."
Oct 2019,10,Luggage,Worst airline ever I called the customer service to ask about the cost of luggage she told the first check in bag $30 the second one for $40 and the third one for $50 when I went to the airport they paid $220 instead of $120 I payed $100 dollars extra they could’ve be honest with me and tell really cost i don’t recommend this airline
Oct 2019,20,economy plus not a plus,"My husband and I paid additional for economy plus seats to ensure (we thought) extra legroom, but also a window and aisle seat in the same row. These seats were chosen for health reasons. On the day of the flight we discovered that our premium economy seats had been switched and moved to the center of the middle section and not even in the same row together. When we questioned this we were told there was a change in the aircraft, however, the seat configuration was very much the same. We later learned our seats were given to premier exec. status (or whatever it is called) customers! We were even given the old ""legally we only have to get you from point A to point B"" remark! So unless you are a high mileage customer forget getting the seat you selected even if you paid extra for it! Terrible customer service!"
Oct 2019,40,"Great pilot, spoke with him as we waited for the plane to arrive.","This was an old, old airplane. Someone who said they had 2 million plus miles had mentioned it was part of the Continental fleet at one time. The crew did a great job, but it was very cold inside the plane. We were supposed to leave at 6:30 PM and arrive at 9:30 PM. The jet had been sitting on the ground for three hours and they couldn’t get it towed to the gate on time. Nearly leaving an hour late. We got in at 10:15 PM made up some time and it was the most perfect landing I have ever had. Did not even know we had touched down. The pilot lived in Huntington Beach and wanted to get home ASAP. But he was truly a nice gentleman and I wish to Thank the flight crew for their fine service."
Oct 2019,40,"Long trip,Good flight","A long flight from Knoxville TN to Anchorage Alaska was made bearable by United Airlines. We flew into Houston then on to Anchorage. Our layover was just long enough to catch our breath and eat lunch before traveling on. The flight from Knoxville was fun as my husband complimented the flight attendant on the cookie and she slipped him 3 more. She stood in the aisle and chatted about where the cookie came from and how it was made and how to enjoy it better with hot cocoa. Just friendly and sweet. She made our trip.. The flight home was a blur because we were so tired, but we had no problems."
Oct 2019,30,Streamline The Boarding Process,I fly a lot and when possible avoid United. Their boarding process is too long with all the different levels. Also I am finding that their gate crews in all airports are not that friendly. The only positive this is their online check in
Oct 2019,50,Perfect flight for a perfect holiday,"Couldn't fault United airlines. From check in to boarding and landing. Staff all very helpful. No delays. Cabin service was brilliant, in flight entertainment was very good.  Well done.."
Oct 2019,40,Short & Sweet,"There was a time United Airlines was a premium carrier, no matter how long or short the flight was and I logged hundreds of thousands of United miles. However, while this flight was short, the service was sure lacking. You got sat, buckled up and off into the sky. No TV, no WIFI Service, No beverage, no reading material, no nothing. It was simply a flight, which, after all, it was what I paid for but I would definitely re-visit flying boring United."
Oct 2019,50,Refund,"They gave me a refund on a Basic Economy trip when they didn’t have to, which was very nice. A warning though, don’t buy basic economy tickets. There is no flexibility"
Oct 2019,10,"Basic Economy is a joke, don't do it!",I understand that seat selection is not included at the economy price but its ridiculous to assign seats intentionally separating family just as a penalty. I booked 5 tickets and we were spread rows apart; it seems accidentally 2 seats might have been open next to each other. The return flight had no seats assigned until boarding which then didn't allow an option for upgrade to seat assignment. Have flown to Hawaii more than 15 times and this was the worst experience. I will continue to fly on any other airlines than United for my future business.
Oct 2019,10,Worst airlines ever!,Lots of delayed flights and mismanagement at United airlines. It took me 3 days to reach my destination while it should take only 20 hours!!! United Airlines is well-known for its delayed flights along with a very bad customer service. Oh my goodness! I don’t recommend it to anyone.
Oct 2019,10,The “we are out of that” fight,"We were literally the first people on the plane in Business class. We didn’t even have our luggage in the overhead bin before we were asked what we wanted for lunch, we had not even seen a menu. We both chose chicken. A few minutes later the flight attendant came back and said they were out of chicken. How can that be when we were literally the first people to order? We changed to the fish, they said even the captain had to change from the chicken. The flight attendant said 10 people got chicken, ok, we were the first to place an order? The exact same thing happened on the flight over.    The day before our fight was to depart we got a text saying our flight was cancelled and we were rebooked a day later and they wanted us to choose a flight for the day after our original departure, I did that. I then received another text an hour later saying it had all been worked out and our original flight was still on and on time, really??? I already changed everything to the next day, my hotel, which I lost 85,000 points changing. I called United and told them the situation, they could have cared less. They were able to get me back on my original flight, but I was totally out the 85,000 points for my room in NYC. I will not be flying United again, they truly don’t care about your situation at all.    I would use United as the absolute last option when flying, the delays, changes and lack of being adequately stocked with supplies for long fights is unacceptable.    The plane is also very old and rundown, rips in the leather. Ugghhh"
Oct 2019,40,"Not the best flight, not the worst","The flight departed from Munich and had a layover at Dulles. However mechanical issues with the plane from Dulles to Seattle delayed take off for approximately two hours. On both flights the flight attendants were professional, friendly, and courteous."
Oct 2019,10,Stuck 1700 miles from home again!worst first time flight experience ever,After taking off early flight managed to be half an hour late! Missing my next departure! Customer service desk was not only unhelpfull but also rude i didnt even land before my next flight had alredy left. Now had to spend 150 between a taxi and a hotel because im stuck in a now 10 hour layover after having an almost 9 hour layover on the original fight. Inexcusable management. I took a bus before and will again worst 700 well now almost 900 dollars! have ever spent in my life.
Oct 2019,30,First with United,"I have nothing special to report; the flight boarded on time and there were minimal delays taking off. Landed on time. This was a midnight to 6AM flight and in economy, it was a little tight space-wise but as to the service and comfort--Average and with no irritations noted"
Oct 2019,50,Excellent airline with many destinations,It is easy and convenient to book tickets online with Competitive fare. The service on our flight was excellent with good food and excellent selection of drinks. The bathrooms were kept clean during the flight. The temperature was comfortable during the 16 hours flight time. Also the boarding on departure and the exiting on arrival was very quick.
Oct 2019,40,Was a long flight for older travelers,"The trip lasted 18 hours and 7 time zones from Wichita Ks to Chicago to Munich Germany to Berlin Germany. The airports are very large and getting from one gate to another was sometimes on the other side of the airport, if it had not been for the airport wheelchair service (for my wife) that got us to where we needed to be, we would never have made any of the connections due to delays on the ground due to gates not cleared for us to deplane, customs and other things. We sometimes got to our depature gate with less then 5 minutes to spare. One other thing, if you are tall, NEVER FLY ECOMONY, PAY THE EXTRA AND DO ECONOMY PLUS, the seats are better (these are the old 1st class seats) for international flights or long flights over two hours. I talked to several other passengers and they said they will never fly ecomony again. Ecomony is ok for short flights of less then two hours. The one good thing on the international flight is they made sure that you stayed Hydrated with plenty of bottled water and juices"
Oct 2019,40,No frills but no complaints,United Airlines may not have wowed me but they got me where I was going when I needed to be there so no complaints.
Oct 2019,50,PERFECT FLIGHT,"Perfect flight, stewardes were very attentive, plenty to eat & drink. No turbulance & plenty of movies 7 TV to watch. What else can I say, except I usually fly United and have never had a problem. Hope it stays that way."
Oct 2019,50,Exceptional staff,"The way airlines should be. Pleasant and happy to give me as many free coffee and soda as I asked for. Usually, they give you the""look"" for intruding. They forget that customers (cramped in a tiny space for 5 hours) pay their bills."
Oct 2019,10,International United Airlines...Horrible,"United Airlines sucks, they just do, plain and simple they suck. On our flight from Narita Tokyo to Houston Texas we experienced rude and condescending flight attendant staff. We watched the United staff scold out a foreigner that didn’t speak any English and mistook her instructions. My wife speaks Vietnamese so we talked to that person and he said he’s never been treated like that in his many years of travel (his first time flying on United) I feel embarrassed to be an American. Plus the Boeing 777-200 was in poor shape, some of the infotainment screens didn’t work on our row, so a few of our guest suffered a 13 hr flight leaning over and watching other’s screens or just trying to sleep in United’s crappy-barely-reclined-Premium-economy-seats-for 13 hrs. The toilets were very worn and some third world countries had better looking bathrooms, pathetic for an American own airline. The food was horrible also, no meat in any of their pasta dishes, just cheap noodles. Also the plastic utensils were a joke, specially were other airlines that fly International have metal utensils or heavier duty plastic ones. United Airlines is an embarrassment to our country, a pathetic airline. I’ve never witness such disrespect to other foreigners and to their own country persons, United Airlines should be ashamed!! I will not fly United Airlines internationally ever again, ever!!! And I’ll post everywhere I go how horrible and an embarrassment they put to our society!! I do not recommend Untied Airlines!"
Oct 2019,50,Awesome planes and more awesome staff!,"As we were waiting at the gate to board the flight, our names got called. When we came to the gate agent, he handed us our new seat assignment. We were making our way home after a few days is Las Vegas and it was getting late so we didn't think anything of it or say anything - just chill compliance. We took our new boarding passes and imagine the surprise when I realized the gate agent had not only 1.) noticed it was my birthday, but 2.) took it upon himself to provide us a free upgrade to economy plus!! What a thrill! And the flight attendants were sure to wish me a happy birthday on the plane, too. I felt super special."
